Year,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,Total
2019,12892,LAX,91,10920,CDG,427,56
2019,12016,GUM,5,12277,ICN,778,124
2019,12892,LAX,91,13744,NRT,736,56
2019,12264,IAD,32,14286,PTY,162,124
2019,14771,SFO,91,11435,DUB,441,62
2019,12278,ICT,62,15210,TIJ,148,16
2019,12266,IAH,74,10711,BOG,327,124
2019,12478,JFK,22,13560,MXP,450,62
2019,11057,CLT,36,11868,GCM,233,124
2019,13303,MIA,33,11032,CUN,148,265
2019,12478,JFK,22,13560,MXP,450,62
2019,11193,CVG,44,16271,YYZ,936,168
2019,14771,SFO,91,11455,DXB,678,62
2019,14771,SFO,91,15868,WUH,713,28
2019,12266,IAH,74,13514,MTY,148,421
2019,14771,SFO,91,11760,FRA,429,62
2019,15070,SWF,22,11435,DUB,441,28
2019,12266,IAH,74,12972,LHR,493,124
2019,12266,IAH,74,12990,LIR,110,124
2019,13303,MIA,33,13218,MDE,327,6
2019,12478,JFK,22,13560,MXP,450,62
2019,10821,BWI,32,13180,MBJ,243,48
2019,13204,MCO,33,13289,MHH,204,39
2019,12016,GUM,5,12277,ICN,778,124
2019,12266,IAH,74,13514,MTY,148,421
2019,13303,MIA,33,13180,MBJ,243,168
2019,12478,JFK,22,14838,SJO,110,62
2019,11193,CVG,44,12938,LEJ,429,39
2019,12478,JFK,22,14278,PTP,235,48
2019,12173,HNL,2,13744,NRT,736,124
2019,13303,MIA,33,11950,GND,273,6
2019,12478,JFK,22,14293,PUJ,224,62
2019,11697,FLL,33,12073,HAV,219,168
2019,12478,JFK,22,14207,POP,224,62
2019,14771,SFO,91,10920,CDG,427,62
2019,11193,CVG,44,10920,CDG,427,39
2019,12478,JFK,22,13744,NRT,736,62
2019,12478,JFK,22,13744,NRT,736,62
2019,11618,EWR,22,12972,LHR,493,124
2019,12889,LAS,85,11874,GDL,148,62
2019,14107,PHX,81,16257,YYC,916,29
2019,13930,ORD,41,14832,SJD,148,56
2019,12478,JFK,22,11724,FOC,713,26
2019,14771,SFO,91,16271,YYZ,936,265
2019,11298,DFW,74,14879,SLP,148,124
2019,13204,MCO,33,13218,MDE,327,16
2019,12264,IAD,32,16215,YTZ,936,265
2019,13204,MCO,33,16271,YYZ,936,16
2019,14100,PHL,23,16217,YUL,941,16
2019,11298,DFW,74,16477,QRO,148,124
2019,11618,EWR,22,12010,GUA,127,26
2019,11057,CLT,36,16271,YYZ,936,124
2019,12478,JFK,22,10411,AUA,277,124
2019,14100,PHL,23,16163,YQB,941,124
2019,12892,LAX,91,10711,BOG,327,62
2019,11278,DCA,32,16217,YUL,941,124
2019,12478,JFK,22,12966,LGW,493,60
2019,11292,DEN,82,16042,YEG,916,124
2019,12892,LAX,91,11369,DOH,664,62
2019,12892,LAX,91,11455,DXB,678,62
2019,12478,JFK,22,10920,CDG,427,60
2019,12892,LAX,91,11874,GDL,148,62
2019,12892,LAX,91,12169,HND,736,62
2019,12266,IAH,74,15584,VER,148,60
2019,12478,JFK,22,10542,BEG,480,16
2019,12266,IAH,74,16271,YYZ,936,60
2019,12478,JFK,22,10312,ANU,206,60
2019,11298,DFW,74,16293,ZCL,148,45
2019,14679,SAN,91,14312,PVR,148,16
2019,12892,LAX,91,12169,HND,736,62
2019,12892,LAX,91,12169,HND,736,62
2019,11278,DCA,32,13605,NAS,204,16
2019,12892,LAX,91,12143,HKG,729,62
2019,13303,MIA,33,14286,PTY,162,28
2019,10821,BWI,32,13180,MBJ,243,124
2019,12266,IAH,74,14838,SJO,110,168
2019,14771,SFO,91,16042,YEG,916,62
2019,12478,JFK,22,13165,MAN,493,60
2019,14747,SEA,93,11455,DXB,678,62
2019,12892,LAX,91,13594,MZT,148,36
2019,12892,LAX,91,14309,PVG,713,60
2019,12889,LAS,85,16042,YEG,916,62
2019,13487,MSP,63,11032,CUN,148,16
2019,13930,ORD,41,13180,MBJ,243,56
2019,12889,LAS,85,13514,MTY,148,62
2019,13930,ORD,41,12651,KEF,439,56
2019,12889,LAS,85,13252,MEX,148,62
2019,12889,LAS,85,13252,MEX,148,62
2019,14771,SFO,91,16229,YVR,906,56
2019,11433,DTW,43,10920,CDG,427,124
2019,12339,IND,42,13113,LUX,454,16
2019,14831,SJC,91,16293,ZCL,148,16
2019,11697,FLL,33,13269,MGA,153,36
2019,12889,LAS,85,12972,LHR,493,62
2019,12892,LAX,91,10638,BJX,148,56
2019,12892,LAX,91,12277,ICN,778,180
2019,12264,IAD,32,14286,PTY,162,124
2019,12889,LAS,85,16257,YYC,916,62
2019,13930,ORD,41,13605,NAS,204,56
2019,14307,PVD,13,11435,DUB,441,26
2019,12892,LAX,91,13560,MXP,450,36
2019,13495,MSY,72,12972,LHR,493,45
2019,12264,IAD,32,16782,DSS,569,16
2019,13303,MIA,33,13252,MEX,148,48
2019,12892,LAX,91,14832,SJD,148,16
2019,11697,FLL,33,14677,SAL,118,26
2019,12478,JFK,22,14717,SCL,324,60
2019,12892,LAX,91,10244,AKL,851,62
2019,13204,MCO,33,12966,LGW,493,28
2019,11298,DFW,74,13252,MEX,148,124
2019,11298,DFW,74,13744,NRT,736,124
2019,14100,PHL,23,10292,AMS,461,62
2019,12889,LAS,85,16042,YEG,916,60
2019,14831,SJC,91,10638,BJX,148,16
2019,12478,JFK,22,13518,MUC,429,48
2019,12478,JFK,22,13560,MXP,450,62
2019,14771,SFO,91,11874,GDL,148,62
2019,13303,MIA,33,12986,LIM,368,6
2019,12478,JFK,22,16321,ZRH,486,124
2019,14831,SJC,91,13744,NRT,736,62
2019,12478,JFK,22,14066,PEK,713,124
2019,14843,SJU,3,14293,PUJ,224,124
2019,12478,JFK,22,14309,PVG,713,124
2019,12953,LGA,22,16217,YUL,941,264
2019,10732,BQN,3,14884,SLU,276,36
2019,14831,SJC,91,14832,SJD,148,62
2019,14771,SFO,91,15127,TAO,713,28
2019,10397,ATL,34,12010,GUA,127,124
2019,14771,SFO,91,14824,SIN,776,124
2019,12478,JFK,22,11290,DEL,733,62
2019,14843,SJU,3,10711,BOG,327,62
2019,13232,MDW,41,11301,DGO,148,18
2019,14843,SJU,3,11519,EIS,282,62
2019,11292,DEN,82,14286,PTY,162,36
2019,13930,ORD,41,14309,PVG,713,44
2019,12478,JFK,22,14012,PAP,238,124
2019,13303,MIA,33,14849,SKB,275,6
2019,14955,SPN,5,12277,ICN,778,124
2019,13303,MIA,33,12010,GUA,127,16
2019,10397,ATL,34,13113,LUX,454,28
2019,13061,LRD,74,13514,MTY,148,6
2019,13303,MIA,33,12693,KIN,243,168
2019,14679,SAN,91,12972,LHR,493,62
2019,15024,STT,4,14849,SKB,275,124
2019,15070,SWF,22,11488,EDI,493,44
2019,12478,JFK,22,13156,MAD,482,124
2019,13244,MEM,54,11760,FRA,429,16
2019,13303,MIA,33,11888,GEO,350,6
2019,13204,MCO,33,13252,MEX,148,26
2019,14771,SFO,91,16321,ZRH,486,62
2019,14771,SFO,91,16858,IST,679,62
2019,15024,STT,4,10444,AXA,202,124
2019,12478,JFK,22,16257,YYC,916,48
2019,13244,MEM,54,12699,KIX,736,39
2019,12478,JFK,22,10920,CDG,427,62
2019,12889,LAS,85,16217,YUL,941,124
2019,14771,SFO,91,14677,SAL,118,124
2019,12892,LAX,91,14309,PVG,713,124
2019,12892,LAX,91,14832,SJD,148,124
2019,12889,LAS,85,15258,TLV,636,6
2019,14869,SLC,87,10920,CDG,427,62
2019,12892,LAX,91,16217,YUL,941,124
2019,12892,LAX,91,16229,YVR,906,124
2019,12892,LAX,91,16257,YYC,916,124
2019,14955,SPN,5,12143,HKG,729,18
2019,13303,MIA,33,10711,BOG,327,39
2019,12892,LAX,91,16257,YYC,916,124
2019,14869,SLC,87,11874,GDL,148,62
2019,12478,JFK,22,10521,BDA,207,62
2019,12892,LAX,91,11030,CKG,713,16
2019,12478,JFK,22,10517,BCN,482,62
2019,12892,LAX,91,16271,YYZ,936,124
2019,12478,JFK,22,10411,AUA,277,62
2019,12892,LAX,91,14677,SAL,118,124
2019,13244,MEM,54,13560,MXP,450,16
2019,12478,JFK,22,10920,CDG,427,62
2019,12478,JFK,22,10752,BRU,409,62
2019,12892,LAX,91,10292,AMS,461,124
2019,12173,HNL,2,16271,YYZ,936,6
2019,14771,SFO,91,14309,PVG,713,124
2019,13244,MEM,54,16229,YVR,906,39
2019,13204,MCO,33,12966,LGW,493,28
2019,12478,JFK,22,10872,CAI,591,62
2019,10732,BQN,3,10575,BGI,205,39
2019,12016,GUM,5,13744,NRT,736,62
2019,14771,SFO,91,13252,MEX,148,124
2019,14771,SFO,91,16321,ZRH,486,62
2019,11042,CLE,44,14293,PUJ,224,26
2019,12892,LAX,91,12972,LHR,493,124
2019,14771,SFO,91,16858,IST,679,62
2019,12892,LAX,91,12972,LHR,493,124
2019,12892,LAX,91,13744,NRT,736,124
2019,12478,JFK,22,11760,FRA,429,62
2019,12889,LAS,85,11760,FRA,429,26
2019,12892,LAX,91,15595,VIE,403,60
2019,12478,JFK,22,13218,MDE,327,62
2019,10397,ATL,34,15013,STI,224,16
2019,14771,SFO,91,12699,KIX,736,62
2019,13204,MCO,33,16042,YEG,916,16
2019,12478,JFK,22,13252,MEX,148,62
2019,12478,JFK,22,10162,ADD,522,16
2019,10397,ATL,34,10717,BON,260,16
2019,12478,JFK,22,14918,SNN,441,48
2019,12478,JFK,22,13180,MBJ,243,62
2019,13930,ORD,41,10517,BCN,482,36
2019,14771,SFO,91,13518,MUC,429,62
2019,14771,SFO,91,13744,NRT,736,62
2019,11697,FLL,33,16163,YQB,941,36
2019,14771,SFO,91,14066,PEK,713,62
2019,12478,JFK,22,11868,GCM,233,26
2019,14771,SFO,91,16229,YVR,906,124
2019,14771,SFO,91,16229,YVR,906,124
2019,11292,DEN,82,11032,CUN,148,36
2019,14771,SFO,91,16257,YYC,916,124
2019,14100,PHL,23,14153,PLS,281,30
2019,12892,LAX,91,15113,SZX,713,16
2019,12889,LAS,85,16232,YWG,926,16
2019,13930,ORD,41,10292,AMS,461,16
2019,14100,PHL,23,14739,SDQ,224,6
2019,14771,SFO,91,12143,HKG,729,62
2019,12478,JFK,22,13514,MTY,148,62
2019,14771,SFO,91,12143,HKG,729,62
2019,13204,MCO,33,14677,SAL,118,18
2019,12266,IAH,74,13165,MAN,493,44
2019,14771,SFO,91,16271,YYZ,936,124
2019,11057,CLT,36,11731,FPO,204,16
2019,14100,PHL,23,11868,GCM,233,30
2019,14771,SFO,91,12169,HND,736,62
2019,14679,SAN,91,16271,YYZ,936,62
2019,14771,SFO,91,16257,YYC,916,124
2019,14057,PDX,92,16257,YYC,916,62
2019,14771,SFO,91,12991,LIS,469,44
2019,12478,JFK,22,10292,AMS,461,124
2019,12478,JFK,22,12991,LIS,469,62
2019,13204,MCO,33,16268,YYT,961,16
2019,12478,JFK,22,12101,HEL,425,62
2019,14771,SFO,91,15258,TLV,636,62
2019,12478,JFK,22,11988,GRU,316,62
2019,13303,MIA,33,10711,BOG,327,6
2019,12478,JFK,22,11988,GRU,316,62
2019,12478,JFK,22,11369,DOH,664,124
2019,14771,SFO,91,15306,TPE,781,62
2019,12478,JFK,22,11988,GRU,316,62
2019,14831,SJC,91,14066,PEK,713,28
2019,12478,JFK,22,11950,GND,273,62
2019,10299,ANC,1,14309,PVG,713,55
2019,11697,FLL,33,10846,BZE,106,16
2019,13204,MCO,33,10711,BOG,327,60
2019,12478,JFK,22,11868,GCM,233,62
2019,13204,MCO,33,13165,MAN,493,60
2019,11618,EWR,22,10517,BCN,482,56
2019,14771,SFO,91,15092,SYD,802,62
2019,13303,MIA,33,11868,GCM,233,168
2019,12478,JFK,22,11032,CUN,148,124
2019,14771,SFO,91,14309,PVG,713,62
2019,14679,SAN,91,14832,SJD,148,62
2019,14771,SFO,91,14312,PVR,148,62
2019,12266,IAH,74,13514,MTY,148,422
2019,12478,JFK,22,12849,KWI,644,62
2019,12478,JFK,22,12693,KIN,243,62
2019,14679,SAN,91,13744,NRT,736,62
2019,13303,MIA,33,12693,KIN,243,6
2019,12478,JFK,22,12277,ICN,778,62
2019,12478,JFK,22,10292,AMS,461,168
2019,12892,LAX,91,11874,GDL,148,20
2019,12478,JFK,22,12169,HND,736,62
2019,11292,DEN,82,16271,YYZ,936,56
2019,11618,EWR,22,10575,BGI,205,6
2019,12478,JFK,22,12169,HND,736,62
2019,11057,CLT,36,11874,GDL,148,16
2019,10821,BWI,32,13180,MBJ,243,124
2019,11618,EWR,22,12990,LIR,110,6
2019,12652,KEH,93,16233,YWH,906,6
2019,12266,IAH,74,11915,GIG,316,56
2019,14107,PHX,81,16229,YVR,906,62
2019,14107,PHX,81,16229,YVR,906,62
2019,13303,MIA,33,14681,SAP,131,124
2019,13303,MIA,33,13218,MDE,327,16
2019,14747,SEA,93,14066,PEK,713,48
2019,12266,IAH,74,11988,GRU,316,56
2019,12173,HNL,2,13744,NRT,736,56
2019,10721,BOS,13,10292,AMS,461,124
2019,12173,HNL,2,13744,NRT,736,56
2019,12173,HNL,2,13744,NRT,736,56
2019,12266,IAH,74,14066,PEK,713,41
2019,12892,LAX,91,12277,ICN,778,183
2019,14761,SFB,33,15147,TCB,204,39
2019,11697,FLL,33,11118,CPH,419,16
2019,12173,HNL,2,13744,NRT,736,56
2019,11298,DFW,74,16477,QRO,148,124
2019,10732,BQN,3,14884,SLU,276,39
2019,11618,EWR,22,11435,DUB,441,62
2019,13204,MCO,33,13952,OSL,465,16
2019,11433,DTW,43,16271,YYZ,936,62
2019,10721,BOS,13,10920,CDG,427,124
2019,10721,BOS,13,16858,IST,679,62
2019,14869,SLC,87,10292,AMS,461,39
2019,10721,BOS,13,16321,ZRH,486,62
2019,11193,CVG,44,14293,PUJ,224,6
2019,10466,AZA,81,16257,YYC,916,16
2019,10721,BOS,13,11435,DUB,441,124
2019,11298,DFW,74,14879,SLP,148,124
2019,12892,LAX,91,10920,CDG,427,39
2019,12266,IAH,74,13605,NAS,204,16
2019,14843,SJU,3,14692,SBH,237,516
2019,13303,MIA,33,11244,CZM,148,48
2019,13303,MIA,33,13252,MEX,148,124
2019,10721,BOS,13,10920,CDG,427,48
2019,12889,LAS,85,13165,MAN,493,28
2019,12173,HNL,2,13744,NRT,736,56
2019,11433,DTW,43,12972,LHR,493,124
2019,15304,TPA,33,13605,NAS,204,56
2019,13303,MIA,33,14210,POS,280,16
2019,10721,BOS,13,10521,BDA,207,62
2019,14986,SRQ,33,16271,YYZ,936,6
2019,13303,MIA,33,14286,PTY,162,124
2019,10721,BOS,13,10292,AMS,461,62
2019,11697,FLL,33,15455,UIO,337,56
2019,11697,FLL,33,15147,TCB,204,56
2019,11697,FLL,33,15013,STI,224,56
2019,13303,MIA,33,15567,VCP,316,16
2019,11697,FLL,33,10357,ARN,484,16
2019,12016,GUM,5,12277,ICN,778,124
2019,12016,GUM,5,12277,ICN,778,124
2019,11697,FLL,33,14924,SNU,219,56
2019,12266,IAH,74,13744,NRT,736,56
2019,12478,JFK,22,10150,ACC,529,36
2019,11057,CLT,36,16271,YYZ,936,124
2019,14843,SJU,3,11519,EIS,282,62
2019,12173,HNL,2,13694,NGO,736,56
2019,11697,FLL,33,16149,YOW,936,56
2019,10721,BOS,13,13744,NRT,736,62
2019,12173,HNL,2,12699,KIX,736,56
2019,12173,HNL,2,12277,ICN,778,60
2019,12173,HNL,2,12169,HND,736,56
2019,12173,HNL,2,16229,YVR,906,124
2019,10721,BOS,13,11455,DXB,678,62
2019,13930,ORD,41,16271,YYZ,936,440
2019,10721,BOS,13,11369,DOH,664,62
2019,12173,HNL,2,12699,KIX,736,124
2019,12016,GUM,5,14299,PUS,778,56
2019,10721,BOS,13,10920,CDG,427,62
2019,12266,IAH,74,12986,LIM,368,56
2019,12266,IAH,74,13306,MID,148,56
2019,14869,SLC,87,16229,YVR,906,39
2019,13930,ORD,41,11760,FRA,429,124
2019,14107,PHX,81,16271,YYZ,936,62
2019,12191,HOU,74,10846,BZE,106,56
2019,11638,FAT,91,13370,MLM,148,16
2019,13796,OAK,91,11118,CPH,419,16
2019,13930,ORD,41,10517,BCN,482,18
2019,12264,IAD,32,13744,NRT,736,56
2019,13303,MIA,33,15455,UIO,337,124
2019,12892,LAX,91,13370,MLM,148,48
2019,12892,LAX,91,13744,NRT,736,48
2019,11292,DEN,82,11032,CUN,148,62
2019,12264,IAD,32,13518,MUC,429,56
2019,12892,LAX,91,15127,TAO,713,26
2019,12266,IAH,74,11760,FRA,429,56
2019,12892,LAX,91,11874,GDL,148,262
2019,13244,MEM,54,11874,GDL,148,53
2019,10721,BOS,13,14066,PEK,713,40
2019,13930,ORD,41,10790,BUD,437,18
2019,12264,IAD,32,13252,MEX,148,56
2019,14100,PHL,23,11435,DUB,441,56
2019,11278,DCA,32,10521,BDA,207,6
2019,12266,IAH,74,10210,AGU,148,124
2019,12264,IAD,32,13744,NRT,736,56
2019,12917,LCK,44,13113,LUX,454,17
2019,13204,MCO,33,12693,KIN,243,26
2019,10397,ATL,34,12972,LHR,493,124
2019,10721,BOS,13,10920,CDG,427,40
2019,12266,IAH,74,14879,SLP,148,124
2019,13303,MIA,33,16271,YYZ,936,124
2019,14747,SEA,93,14309,PVG,713,28
2019,13232,MDW,41,11032,CUN,148,166
2019,10397,ATL,34,13514,MTY,148,124
2019,13303,MIA,33,11874,GDL,148,16
2019,11618,EWR,22,16163,YQB,941,166
2019,12266,IAH,74,10411,AUA,277,16
2019,14747,SEA,93,14309,PVG,713,26
2019,12266,IAH,74,11874,GDL,148,124
2019,11618,EWR,22,16163,YQB,941,56
2019,12266,IAH,74,11874,GDL,148,124
2019,14107,PHX,81,11187,CUU,148,28
2019,12892,LAX,91,13252,MEX,148,436
2019,12264,IAD,32,12651,KEF,439,56
2019,12264,IAD,32,12395,ISL,679,56
2019,12264,IAD,32,10920,CDG,427,56
2019,10732,BQN,3,14884,SLU,276,40
2019,11697,FLL,33,10411,AUA,277,26
2019,12264,IAD,32,10711,BOG,327,56
2019,11433,DTW,43,14293,PUJ,224,16
2019,13303,MIA,33,14924,SNU,219,124
2019,12264,IAD,32,10415,AUH,678,56
2019,11298,DFW,74,11874,GDL,148,124
2019,12264,IAD,32,10162,ADD,522,56
2019,10299,ANC,1,14309,PVG,713,41
2019,12266,IAH,74,11369,DOH,664,56
2019,12191,HOU,74,14838,SJO,110,56
2019,12266,IAH,74,11625,EZE,303,56
2019,12191,HOU,74,14312,PVR,148,56
2019,13303,MIA,33,10846,BZE,106,6
2019,15304,TPA,33,12966,LGW,493,16
2019,12264,IAD,32,10920,CDG,427,56
2019,12266,IAH,74,10292,AMS,461,56
2019,12264,IAD,32,12277,ICN,778,56
2019,12173,HNL,2,11170,CTS,736,26
2019,11292,DEN,82,10846,BZE,106,16
2019,12264,IAD,32,11290,DEL,733,26
